id,created_at,text
1233850426933567502,2020-02-29 20:24:00,"b'Mumbai university fines college \xe2\x82\xb919,500 for not sending marks of 39 first-year MCom students\nhttps://t.co/GUDpHQ9UCe'"
1233846653217579009,2020-02-29 20:09:00,b'Thappad hits audiences where it hurts\nhttps://t.co/NWCnzla9to'
1233846652013662208,2020-02-29 20:09:00,b'\xe2\x80\x98Taken most aggressive actions to confront coronavirus\xe2\x80\x99: US\xe2\x80\x89President Trump\nhttps://t.co/b68SRdpene'
1233845784216469508,2020-02-29 20:05:33,b'Djokovic dominates Tsitsipas to win fifth Dubai trophy and 79th career title\nhttps://t.co/O5sG75i6WE'
1233844135657906182,2020-02-29 19:59:00,"b'Chelsea earn late draw at Bournemouth, relief for West Ham\nhttps://t.co/bCecTFRRbl'"
1233842877458894848,2020-02-29 19:54:00,b'Heinrich Klaasen century sets up South Africa win over Australia\nhttps://t.co/ODmOaSSAxB'
1233841620526620673,2020-02-29 19:49:00,b'Liverpool\xe2\x80\x99s unbeaten Premier League run ended by Watford\nhttps://t.co/QTl33nCrdD'
1233841619314659330,2020-02-29 19:49:00,b'Ayushmann Khurrana\xe2\x80\x99s \xe2\x80\x98Happiness Concert\xe2\x80\x99 marks his homecoming\nhttps://t.co/GdnCUUQ3d4'
1233840730541412352,2020-02-29 19:45:28,b'\xe2\x80\x98That\xe2\x80\x99s for dad\xe2\x80\x99: Aryna Sabalenka dedicates Qatar title to late father\nhttps://t.co/TUXbQMSZzj'
1233840362239733760,2020-02-29 19:44:00,b'Trump says will soon meet \xe2\x80\x98personally\xe2\x80\x99 with Taliban leaders\nhttps://t.co/2dzyAYXMmu'
1233840361040072705,2020-02-29 19:44:00,b'Class 12 CBSE board examinations: Get the success formulae and concepts right\nhttps://t.co/4h4jcn0KM0'
1233839105739456512,2020-02-29 19:39:01,b'Women\xe2\x80\x99s T20 World Cup:\xe2\x80\x89Radha Yadav spinning a generational change\nhttps://t.co/6IGgeq0uQG'
1233839104334364672,2020-02-29 19:39:00,"b'Undertrial denied home-cooked food, attacks policemen\nhttps://t.co/kKxPczF6qb'"
1233839102908403718,2020-02-29 19:39:00,b'Showroom gutted in Mohali\nhttps://t.co/IEmlBBrIt5'
1233838213858349056,2020-02-29 19:35:28,"b'CBSE board exams 2020: Cover your bases, and salts as well\nhttps://t.co/z1GuCqqFAR'"
1233837845502185474,2020-02-29 19:34:00,"b'2 hurt as speeding SUV crashes into cop, autorickshaw\nhttps://t.co/u0Y6mxLZqN'"
1233837844352782336,2020-02-29 19:34:00,"b'Two steal \xe2\x82\xb970K from an ATM in Juinagar, nabbed\nhttps://t.co/6axaTQJRFt'"
1233836955844202501,2020-02-29 19:30:28,"b'Truckers in MMR pay bribe of \xe2\x82\xb91,135 for each trip: Study\nhttps://t.co/FupUpb5ckL'"
1233836590906200069,2020-02-29 19:29:01,b'Two caught dumping chemicals into Taloja creek\nhttps://t.co/MFX7HBXmn7'
1233836589584920578,2020-02-29 19:29:01,"b'Man tricked by \xe2\x80\x98acquaintance\xe2\x80\x99, loses\xe2\x82\xb980,000\nhttps://t.co/8lza1Efpi0'"
1233836588410363904,2020-02-29 19:29:00,b'Smart City Mission: Chandigarh signs MoU with sister city Ahmedabad\nhttps://t.co/qjpmgviHWQ'
1233836587349209089,2020-02-29 19:29:00,b'Commuters happy as AC local schedule on phone app\nhttps://t.co/1kQNva34ub'
1233836586116304897,2020-02-29 19:29:00,b'Shiv Sena supports 5% reservation for Muslims in education in Maharashtra\nhttps://t.co/lTNZthHIkY'
1233835698844815361,2020-02-29 19:25:28,b'Param Bir Singh named new Mumbai police commissioner as Sanjay Barve retires\nhttps://t.co/kLcnzkEDmU'
1233835697343225861,2020-02-29 19:25:28,b'Institutes must plan week-long activities for Women\xe2\x80\x99s Day: UGC\nhttps://t.co/UGy8WEVNV3'
1233835335420805120,2020-02-29 19:24:02,b'Chandigarh MC fire department finalises fire-safety norms for PGs\nhttps://t.co/D7ln3guzO3'
1233835333931933696,2020-02-29 19:24:01,b'Ganesh mandals want loudspeaker deadline extension for six days\nhttps://t.co/vpfKlQ5L6M'
1233835332681883649,2020-02-29 19:24:01,b'Virus spells trouble for shuttlers\nhttps://t.co/e2jVyNhA0Z'
1233835331624919040,2020-02-29 19:24:01,b'Thane Mental hospital staff threatens protest\nhttps://t.co/yLkMnxz9Hq'
1233835330068983808,2020-02-29 19:24:00,b'Ex-corporator booked in murder case of 2016\nhttps://t.co/AwzYQltnqT'
1233835328902795264,2020-02-29 19:24:00,b'TMC scrambles to meet tax target\nhttps://t.co/qyorZxcqA7'
1233835327724240896,2020-02-29 19:24:00,b'Budget session resumes - Opposition to target govt over Delhi riots and economy\nhttps://t.co/H0quc0aWfM'
1233834458463096832,2020-02-29 19:20:33,b'HC refuses to stay new AICTE directives for PGDBM courses\nhttps://t.co/TzFrl22hf7'
1233834457410330624,2020-02-29 19:20:32,"b'Projects in Thane peg civic body\xe2\x80\x99s liabilities at \xe2\x82\xb93,000 crore this year\nhttps://t.co/Gs3qcv23Ly'"
1233834456332419073,2020-02-29 19:20:32,b'Woman booked for vandalising hospital property\nhttps://t.co/NpOH2iDIyJ'
1233834077003739136,2020-02-29 19:19:02,b'Accident-prone railway route gets CCTV\nhttps://t.co/25zSDFRELW'
1233834075946749952,2020-02-29 19:19:01,"b'Seawoods fire: Duplex owner, society secretary booked\nhttps://t.co/TzYGRzHiOU'"
1233834074881413120,2020-02-29 19:19:01,"b'2,563 objections on Metro Bhavan at Aarey; state govt yet to hold hearing\nhttps://t.co/u1ql54zNBF'"
1233834073820299264,2020-02-29 19:19:01,b'HC convicts producer for contempt; told to surrender\nhttps://t.co/eOitQLGYV5'
1233834072604061697,2020-02-29 19:19:01,b'Commuters demand more ticket checkers\nhttps://t.co/PJrH2kcfPs'
1233834071437889536,2020-02-29 19:19:00,b'Ranji Trophy:\xe2\x80\x89Anustup Majumdar ton lifts Bengal after Karnataka strikes\nhttps://t.co/R0gH63zSs6'
1233834070355804160,2020-02-29 19:19:00,b'CM visits Metro-3 station\nhttps://t.co/OiPpEAgoKf'
1233834069290450945,2020-02-29 19:19:00,b'23-year-old sentenced to life for cop\xe2\x80\x99s murder\nhttps://t.co/DM3ZxUUBKi'
1233833193238716417,2020-02-29 19:15:31,"b'Mercury down, pollution level up in Mumbai\nhttps://t.co/Y5sFOWy3Jh'"
1233833192144044032,2020-02-29 19:15:31,b'Officials\xe2\x80\x99 hands-on move to make Kalyan beautiful\nhttps://t.co/oVCKRZI6bT'
1233833191103844352,2020-02-29 19:15:30,b'City\xe2\x80\x99s six highly-vulnerable landslide zones unearthed\nhttps://t.co/0BV6hESCEW'
1233833190038487040,2020-02-29 19:15:30,b'Students to generate awareness on Ulhas river\nhttps://t.co/4JYNJQywBV'
1233832812966342656,2020-02-29 19:14:00,b'Maximum hours receive minimum response\nhttps://t.co/MmRQuwOBb7'
1233832811909373952,2020-02-29 19:14:00,"b'Adopt zero-waste practice, make your city cleaner: Kalyan residents\nhttps://t.co/vJSCYUD4vW'"
1233832810864992256,2020-02-29 19:14:00,b'Doubts over beneficiaries: MVA might scrap MISA pension plan\nhttps://t.co/90zFsLMswa'
